study,request_id,prompt,answer
Cohen1099,Cohen1099_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Emily recently graduated from high school and is starting college this fall. Her mother and father, both factory workers, are very proud of her. Emily is excited to be attending her first-choice college, a highly-ranked private university.
How unlikely or likely would you be to recommend accounting?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Emily Ho</author>
Cohen1099,Cohen1099_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Michael recently graduated from high school and is starting college this fall. His mother and father, both factory workers, are very proud of him. Michael is excited to be attending his first-choice college, a highly-ranked private university. Michael will be taking out loans to help pay for school and will graduate with about $30,000 in debt.<
How unlikely or likely would you be to recommend history?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>John Bargh</author>
Cohen1099,Cohen1099_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Michael recently graduated from high school and is starting college this fall. His mother and father, both factory workers, are very proud of him. Michael is excited to be attending his first-choice college, a highly-ranked private university. The university provides funding to cover the costs that families cannot pay, so Michael will graduate with no debt.
How unlikely or likely would you be to recommend nursing?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>John A. Bargh</author>
Cohen1099,Cohen1099_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Emily recently graduated from high school and is starting college this fall. Her mother and father, both lawyers, are very proud of her. Emily is excited to be attending her first-choice college, a highly-ranked private university. The university provides funding to cover the costs that families cannot pay, so Emily will graduate with no debt.
How unlikely or likely would you be to recommend nursing?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Daniel Kahneman</author>
Cohen1099,Cohen1099_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Emily recently graduated from high school and is starting college this fall. Her mother and father, both lawyers, are very proud of her. Emily is excited to be attending her first-choice college, a highly-ranked private university.
How unlikely or likely would you be to recommend nursing?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Daniel Kahneman</author>
Cohen1099,Cohen1099_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Michael recently graduated from high school and is starting college this fall. His mother and father, both lawyers, are very proud of him. Michael is excited to be attending his first-choice college, a highly-ranked private university. Michael will be taking out loans to help pay for school and will graduate with about $30,000 in debt.
How unlikely or likely would you be to recommend accounting?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Daniel Kahneman</author>
Cohen1099,Cohen1099_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Emily recently graduated from high school and is starting college this fall. Her mother and father, both lawyers, are very proud of her. Emily is excited to be attending her first-choice college, a highly-ranked private university. Emily will be taking out loans to help pay for school and will graduate with about $30,000 in debt.
How unlikely or likely would you be to recommend nursing?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>John Cacioppo</author>
Cohen1099,Cohen1099_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Emily recently graduated from high school and is starting college this fall. Her mother and father, both factory workers, are very proud of her. Emily is excited to be attending her first-choice college, a highly-ranked private university. Emily will be taking out loans to help pay for school and will graduate with about $30,000 in debt.
How unlikely or likely would you be to recommend accounting?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Carol Dweck</author>
Cohen1099,Cohen1099_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Emily recently graduated from high school and is starting college this fall. Her mother and father, both lawyers, are very proud of her. Emily is excited to be attending her first-choice college, a highly-ranked private university.
How unlikely or likely would you be to recommend nursing?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Daniel Kahneman</author>
Cohen1099,Cohen1099_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please read the story on the next page carefully. Then, answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible. Please pay careful attention to the story--you will use it to answer the survey questions.

Michael recently graduated from high school and is starting college this fall. His mother and father, both lawyers, are very proud of him. Michael is excited to be attending his first-choice college, a highly-ranked private university. The university provides funding to cover the costs that families cannot pay, so Michael will graduate with no debt.
How unlikely or likely would you be to recommend history?
Scale: 1 (Very unlikely) to 6 (Very likely)",<author>Daniel Kahneman</author>
HamiltonS31,HamiltonS31_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time he has been accused of sexual assault.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Lee Ross</author>
HamiltonS31,HamiltonS31_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A man has accused a woman of sexually assaulting him. The woman denies the allegation.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Susan Fiske</author>
HamiltonS31,HamiltonS31_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time he has been accused of sexual assault.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Daniel Kahneman</author>
HamiltonS31,HamiltonS31_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time the woman has accused a man of sexual assault.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Carol Tavris</author>
HamiltonS31,HamiltonS31_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation. Both people had been drinking at the time.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Justin Friesen</author>
HamiltonS31,HamiltonS31_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A man has accused a woman of sexually assaulting him. The woman denies the allegation.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Daniel Kahneman</author>
HamiltonS31,HamiltonS31_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Daniel Kahneman</author>
HamiltonS31,HamiltonS31_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation and says the woman consented.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>John Bargh</author>
HamiltonS31,HamiltonS31_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation and says the woman consented.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>Elizabeth Loftus</author>
HamiltonS31,HamiltonS31_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Guess ONE author of the study- Write the author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match your guess. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible.

A woman has accused a man of sexually assaulting her. The man denies the allegation.
Would you be more inclined to believe the man or the woman?
Scale: 1 (Man) to 2 (Woman)",<author>John Darley</author>
